car,price,body,mileage,engV,engType,registration,year,model,drive
Volkswagen,8800.0,van,260,2.5,Diesel,yes,2008,T5 (Transporter) ãðóç,front
Nissan,9200.0,crossover,126,,Other,yes,2005,X-Trail,full
Volkswagen,9950.0,hatch,95,1.4,Petrol,yes,2010,Polo,front
Renault,6800.0,sedan,152,1.6,Petrol,yes,2007,Megane,front
BMW,16999.0,vagon,213,3.0,Diesel,yes,2007,530,full
Audi,22500.0,sedan,159,5.2,Petrol,yes,2008,S8,full
BMW,11900.0,sedan,160,2.5,Petrol,yes,2005,525,rear
ZAZ,4580.0,other,82,1.2,Petrol,yes,2008,110557,front
Hyundai,10000.0,sedan,19,1.4,Petrol,yes,2011,Accent,front
Peugeot,4800.0,van,170,1.9,Diesel,yes,2011,Partner ãðóç.,front
Acura,15000.0,sedan,150,3.5,Gas,yes,2008,RL,full
Mercedes-Benz,12800.0,other,116,2.2,Diesel,yes,2013,Vito ãðóç.,
Kia,10500.0,van,172,2.9,Diesel,yes,2008,Carnival,front
Volkswagen,17000.0,van,157,2.0,Diesel,yes,2010,T5 (Transporter) ïàññ.,full
Volkswagen,27000.0,sedan,85,2.0,Diesel,yes,2013,Passat CC,front
Honda,12300.0,other,140,2.4,Petrol,yes,2008,Accord,front
Ford,10500.0,other,184,2.2,Diesel,yes,2013,Transit ãðóç.,front
Ford,10400.0,other,194,2.2,Diesel,yes,2013,Transit ãðóç.,front
Volkswagen,24000.0,sedan,67,1.8,Petrol,yes,2012,Passat CC,front
Volkswagen,9800.0,hatch,98,1.6,Gas,yes,2010,Golf V,front
Mercedes-Benz,14500.0,sedan,138,2.0,Petrol,yes,2007,E-Class,rear
Mercedes-Benz,0.0,van,0,2.2,Diesel,yes,2016,V 250,full
Mercedes-Benz,12800.0,van,116,2.2,Diesel,yes,2012,Vito ïàññ.,
VAZ,1900.0,hatch,40,1.5,Petrol,yes,1990,2109,front
Daewoo,3350.0,sedan,175,1.4,Petrol,yes,2008,Lanos,front
Toyota,10200.0,sedan,180,2.4,Petrol,yes,2003,Camry,front
Land Rover,42000.0,crossover,60,2.0,Petrol,yes,2012,Range Rover Evoque,full
Volkswagen,9000.0,hatch,95,1.6,Gas,yes,2005,Golf V,front
Volkswagen,11500.0,sedan,169,1.8,Petrol,yes,2008,Passat B6,front
BMW,6800.0,crossover,242,99.99,Diesel,no,2005,X3,
Mercedes-Benz,9500.0,van,248,2.2,Diesel,yes,2005,Vito ïàññ.,rear
Mercedes-Benz,32800.0,crossover,109,3.0,Diesel,yes,2011,ML 350,full
Volkswagen,9750.0,van,159,1.9,Diesel,yes,2009,Caddy ïàññ.,front
Volkswagen,10250.0,sedan,144,2.0,Diesel,yes,2008,Passat B6,front
Nissan,12450.0,crossover,169,2.0,Petrol,yes,2008,X-Trail,full
Renault,2500.0,sedan,170,1.9,Diesel,no,2003,Scenic,front
Audi,22000.0,crossover,152,4.2,Petrol,yes,2007,Q7,full
Seat,10199.0,hatch,98,1.6,Petrol,yes,2009,Leon,front
Mercedes-Benz,8000.0,other,230,2.2,Diesel,yes,2001,Vito ïàññ.,front
Mercedes-Benz,4800.0,sedan,199,3.2,Diesel,yes,1999,E-Class,front
Ford,5400.0,hatch,82,1.25,Petrol,yes,2007,Fiesta,front
Volkswagen,0.0,vagon,160,1.9,Diesel,yes,2003,Passat B5,front
Hyundai,3950.0,crossover,220,2.9,Diesel,no,2002,Terracan,full
Chevrolet,4950.0,sedan,127,1.5,Petrol,yes,2008,Aveo,front
Mercedes-Benz,54500.0,sedan,29,3.0,Diesel,yes,2012,CLS 350,rear
Porsche,112000.0,sedan,14,4.8,Other,yes,2013,Panamera,full
Volkswagen,49999.0,van,59,2.0,Diesel,yes,2014,Multivan,full
Hyundai,6300.0,sedan,1,1.4,Petrol,yes,2008,Accent,
BMW,13500.0,crossover,250,3.0,Diesel,no,2006,X5,full
Lexus,17500.0,crossover,150,,Gas,yes,2007,RX 350,full
Mercedes-Benz,13900.0,sedan,216,2.2,Diesel,yes,2007,E-Class,rear
BMW,3200.0,sedan,237,2.5,Petrol,yes,1990,525,rear
Land Rover,0.0,crossover,1,4.4,Diesel,yes,2016,Range Rover,full
Toyota,13500.0,crossover,131,2.4,Gas,yes,2006,Rav 4,full
Volkswagen,23000.0,sedan,80,2.0,Other,yes,2011,Passat CC,
Toyota,8650.0,sedan,132,1.6,Petrol,yes,2008,Corolla,front
Hyundai,21900.0,crossover,71,2.2,Diesel,yes,2012,Santa FE,full
Skoda,21300.0,sedan,2,1.4,Petrol,yes,2016,Octavia A7,front
Mercedes-Benz,7300.0,van,245,2.2,Diesel,yes,2002,Vito ïàññ.,front
Opel,10350.0,vagon,95,1.4,Petrol,yes,2012,Astra J,front
Toyota,13999.0,sedan,198,2.4,Gas,yes,2009,Camry,front
Mitsubishi,9800.0,sedan,56,1.5,Petrol,yes,2011,Lancer X,front
Skoda,7200.0,hatch,172,1.6,Petrol,yes,2006,Octavia Tour,front
Volkswagen,17800.0,sedan,180,3.0,Diesel,yes,2007,Touareg,full
Kia,7900.0,sedan,140,1.6,Diesel,yes,2008,Cerato,front
Toyota,8900.0,hatch,140,1.6,Petrol,yes,2008,Auris,front
Daewoo,4600.0,sedan,57,1.3,Gas,yes,2011,Sens,front
Volkswagen,13499.0,van,154,2.0,Diesel,yes,2013,T5 (Transporter) ãðóç,front
Mercedes-Benz,6950.0,other,190,2.2,Diesel,yes,1999,Vito ïàññ.,front
Mercedes-Benz,10250.0,sedan,261,1.8,Petrol,yes,2003,E-Class,rear
Kia,11400.0,crossover,114,2.5,Diesel,yes,2008,Sorento,full
SsangYong,16700.0,crossover,39,2.7,Diesel,yes,2013,Rexton II,full
BMW,29900.0,crossover,182,3.0,Petrol,yes,2008,X6,full
Toyota,13500.0,sedan,144,3.5,Gas,yes,2007,Camry,front
Hyundai,5400.0,sedan,102,1.5,Diesel,yes,2008,Accent,front
Renault,2300.0,van,200,1.9,Diesel,yes,2002,Kangoo ãðóç.,front
SsangYong,12300.0,van,107,2.7,Diesel,yes,2008,Rodius,full
Mitsubishi,13900.0,vagon,93,3.0,Gas,yes,2007,Outlander XL,full
Kia,11800.0,crossover,52,2.5,Diesel,yes,2008,Sorento,full
Skoda,11900.0,other,120,,Petrol,yes,2010,Octavia A5,front
Mazda,25800.0,sedan,9,2.0,Petrol,yes,2016,6,front
Mazda,5850.0,sedan,270,2.0,Petrol,yes,2003,6,front
Mercedes-Benz,5500.0,sedan,199,,Petrol,yes,2000,E-Class,front
Volkswagen,13900.0,crossover,156,2.0,Diesel,yes,2012,T6 (Transporter) ãðóç,front
Mercedes-Benz,82555.0,crossover,69,3.0,Diesel,yes,2014,GL 350,full
Kia,11764.116,hatch,1,1.4,Petrol,yes,2015,Rio,front
Ford,12500.0,sedan,99,1.6,Petrol,yes,2012,Mondeo,front
BMW,8999.0,sedan,221,4.5,Petrol,yes,2002,745,rear
Toyota,23499.0,crossover,174,4.0,Gas,yes,2008,Land Cruiser Prado,full
Peugeot,13300.0,crossover,58,1.6,Other,yes,2013,3008,
Mercedes-Benz,24950.0,other,60,1.8,Petrol,yes,2013,C-Class,
Mercedes-Benz,28950.0,sedan,40,1.8,Petrol,yes,2014,C-Class,rear
BMW,9400.0,sedan,221,4.4,Gas,yes,2004,745,rear
Lexus,13800.0,crossover,156,4.0,Other,yes,2006,RX 400,full
Audi,14200.0,vagon,200,2.7,Diesel,yes,2006,A6,front
Volkswagen,10000.0,van,224,2.5,Diesel,yes,2006,T5 (Transporter) ïàññ.,front
Toyota,11999.0,sedan,147,2.4,Petrol,yes,2010,Camry,front
Chevrolet,10500.0,sedan,67,1.8,Petrol,yes,2011,Cruze,front
Renault,9600.0,van,175,2.0,Diesel,yes,2007,Trafic ïàññ.,front
Mazda,12900.0,sedan,65,2.0,Gas,yes,2009,6,front
Skoda,11950.0,hatch,117,1.6,Gas,yes,2012,Octavia A5,front
BMW,51900.0,crossover,106,3.0,Diesel,yes,2012,X6,full
Volkswagen,9555.0,sedan,174,2.0,Petrol,yes,2007,Passat B6,front
Audi,31500.0,sedan,140,2.0,Diesel,yes,2012,A6,front
Honda,12399.0,sedan,90,2.4,Petrol,yes,2008,Accord,front
Mazda,10500.0,sedan,121,2.3,Petrol,yes,2008,6 MPS,full
Skoda,14600.0,sedan,58,1.8,Petrol,yes,2012,Octavia A5,front
Mercedes-Benz,17300.0,sedan,107,1.8,Petrol,yes,2008,C-Class,rear
Mazda,10800.0,hatch,93,1.6,Gas,yes,2011,3,front
Volkswagen,22600.0,crossover,187,3.0,Diesel,yes,2008,Touareg,full
Kia,11700.0,crossover,95,2.0,Gas,yes,2010,Sportage,
Skoda,8600.0,hatch,240,2.0,Petrol,yes,2003,Octavia Tour,front
Kia,6300.0,sedan,164,1.6,Petrol,yes,2007,Cerato,front
Toyota,28350.0,crossover,92,2.2,Diesel,yes,2013,Rav 4,full
Lexus,21500.0,sedan,100,2.5,Petrol,yes,2008,IS 250,full
Mercedes-Benz,4500.0,sedan,409,2.6,Petrol,yes,1991,E-Class,rear
Volkswagen,2200.0,sedan,272,1.9,Diesel,no,1998,Passat B5,front
Mercedes-Benz,9500.0,other,220,2.2,Diesel,yes,2005,Vito ïàññ.,rear
Hyundai,14900.0,crossover,172,2.2,Diesel,yes,2007,Santa FE,full
BMW,6500.0,sedan,300,2.8,Gas,yes,1997,528,rear
Honda,3200.0,sedan,330,1.4,Petrol,yes,1998,Civic,front
Nissan,16800.0,crossover,150,2.0,Petrol,yes,2012,X-Trail,full
BMW,18000.0,sedan,245,2.5,Petrol,yes,2007,523,rear
VAZ,0.0,hatch,12,1.3,Gas,yes,1986,2108,front
Renault,13600.0,vagon,164,1.5,Diesel,yes,2013,Grand Scenic,front
Subaru,12000.0,crossover,150,3.0,Petrol,yes,2006,Tribeca,full
ZAZ,2100.0,sedan,88,1.2,Gas,yes,2007,1103 Ñëàâóòà,front
Audi,12600.0,sedan,294,3.0,Gas,yes,2004,A8,front
Renault,5900.0,hatch,171,1.5,Other,yes,2005,Megane,front
Volkswagen,17900.0,crossover,167,3.0,Diesel,yes,2007,Touareg,full
Mitsubishi,8300.0,crossover,161,2.0,Petrol,yes,2005,Outlander,full
VAZ,900.0,sedan,100,1.5,Gas,yes,1986,2106,rear
Mercedes-Benz,18500.0,other,90,1.8,Petrol,yes,2008,C-Class,rear
VAZ,1250.0,sedan,150,99.99,Gas,yes,1987,2105,rear
Mercedes-Benz,12950.0,other,199,2.2,Diesel,yes,2012,Vito ãðóç.,
Mercedes-Benz,12700.0,other,199,2.2,Diesel,yes,2011,Vito ïàññ.,
Mercedes-Benz,5200.0,sedan,432,3.0,Diesel,yes,1992,E-Class,rear
Skoda,11500.0,vagon,85,1.4,Petrol,yes,2011,Octavia A5,front
Mazda,22300.0,sedan,29,2.0,Petrol,yes,2015,6,front
Mercedes-Benz,8600.0,sedan,240,3.2,Diesel,yes,2001,E-Class,rear
Mercedes-Benz,8500.0,van,281,2.2,Diesel,yes,2004,Vito ïàññ.,rear
Mercedes-Benz,0.0,sedan,245,2.2,Diesel,yes,2002,E-Class,
Audi,3150.0,vagon,310,2.5,Diesel,no,1999,A6,front
Honda,8600.0,sedan,117,1.8,Petrol,yes,2008,Civic,front
Volkswagen,16999.0,sedan,0,1.6,Petrol,yes,2016,Jetta,front
Hyundai,9999.0,sedan,42,1.4,Petrol,yes,2011,Accent,front
Volkswagen,16200.0,hatch,44,1.4,Petrol,yes,2012,Golf VI,front
Toyota,13699.0,crossover,160,2.0,Petrol,yes,2007,Rav 4,full
Renault,11200.0,van,157,1.5,Diesel,yes,2012,Grand Scenic,front
Volkswagen,3950.0,hatch,280,,Gas,yes,1996,Golf III,front
Volkswagen,71138.0,crossover,0,3.0,Diesel,yes,2016,Touareg,full
Renault,7440.0,other,148,1.5,Diesel,yes,2012,Kangoo ãðóç.,front
Daewoo,3000.0,sedan,178,1.4,Petrol,yes,2007,Lanos,front
Volkswagen,66346.0,crossover,0,3.0,Diesel,yes,2016,Touareg,full
Skoda,8000.0,sedan,250,1.6,Petrol,yes,2007,Octavia A5,front
Mercedes-Benz,219900.0,crossover,30,6.3,Petrol,yes,2013,G 63 AMG,full
Peugeot,5390.0,sedan,83,1.4,Petrol,yes,2009,206,
Volkswagen,2350.0,sedan,11,1.9,Other,no,2000,Passat B5,
Volkswagen,8700.0,vagon,250,1.9,Diesel,yes,2002,Passat B5,full
Skoda,3000.0,other,0,,Other,yes,2008,Octavia Tour,
Mercedes-Benz,23800.0,sedan,195,2.2,Diesel,yes,2010,E-Class,rear
Mercedes-Benz,24900.0,sedan,140,5.5,Petrol,yes,2009,S 550,full
Renault,8900.0,van,150,2.0,Diesel,yes,2009,Trafic ãðóç.,front
Volkswagen,5999.0,van,300,1.8,Gas,yes,1999,Sharan,front
Nissan,14700.0,crossover,65,2.0,Petrol,yes,2011,Qashqai,
Mitsubishi,9300.0,sedan,95,2.0,Petrol,yes,2007,Lancer X,front
Mercedes-Benz,40000.0,other,119,6.3,Petrol,yes,2008,ML 63 AMG,full
Volkswagen,19200.0,crossover,155,2.5,Diesel,yes,2008,Touareg,full
Renault,9500.0,van,275,2.0,Diesel,yes,2008,Trafic ïàññ.,front
Mercedes-Benz,7700.0,van,300,2.2,Other,yes,2004,Vito ïàññ.,rear
Volkswagen,42500.0,crossover,63,3.0,Diesel,yes,2014,Touareg,full
Aston Martin,65000.0,other,37,6.0,Petrol,yes,2006,DB9,rear
Mercedes-Benz,9500.0,vagon,180,3.2,Diesel,yes,2002,E-Class,rear
Mercedes-Benz,0.0,crossover,0,4.6,Petrol,yes,2016,GLS 500,full
Mercedes-Benz,3900.0,sedan,375,2.0,Petrol,yes,1990,190,rear
Toyota,43999.0,other,1,2.8,Diesel,yes,2016,Hilux,full
Mazda,12000.0,crossover,148,2.3,Gas,yes,2008,CX-7,full
Mercedes-Benz,109999.0,crossover,0,2.98,Diesel,yes,2016,GLS 350,full
Lexus,14500.0,sedan,160,3.0,Petrol,yes,2006,GS 300,rear
Skoda,14500.0,sedan,130,1.9,Diesel,yes,2013,Octavia A5,front
Toyota,9300.0,sedan,170,1.8,Gas,yes,2006,Avensis,front
Volkswagen,34000.0,crossover,92,3.0,Diesel,yes,2012,Touareg,full
Kia,8800.0,crossover,102,2.0,Diesel,yes,2008,Sportage,full
VAZ,1600.0,sedan,70,1.2,Petrol,yes,1986,2101,rear
Mitsubishi,2800.0,sedan,150,2.0,Gas,yes,1996,Galant,front
Land Rover,78900.0,crossover,55,3.0,Diesel,yes,2014,Range Rover Sport,full
BMW,86999.0,crossover,0,3.0,Diesel,yes,2016,X6,full
BMW,62000.0,crossover,1,2.0,Diesel,yes,2016,X5,full
BMW,8200.0,sedan,250,4.4,Petrol,yes,1997,540,
BMW,2900.0,sedan,225,2.5,Petrol,no,1997,523,rear
Renault,1800.0,hatch,1,1.4,Gas,yes,1988,11,front
BMW,67500.0,crossover,1,2.0,Diesel,yes,2016,X5,full
Volkswagen,19500.0,crossover,112,2.5,Diesel,yes,2008,Touareg,full
Renault,3600.0,van,22,1.9,Diesel,yes,2001,Kangoo ãðóç.,front
Renault,9999.0,van,185,1.5,Diesel,yes,2008,Kangoo ïàññ.,front
Opel,2999.0,sedan,310,1.6,Petrol,yes,1995,Vectra A,front
Porsche,13222.0,crossover,110,4.5,Gas,yes,2005,Cayenne,full
Lexus,18900.0,sedan,80,3.5,Petrol,yes,2007,ES 350,front
Mitsubishi,8200.0,crossover,210,2.4,Gas,yes,2007,Outlander,full
Toyota,12900.0,hatch,37,1.4,Petrol,yes,2013,Auris,front
BMW,2800.0,sedan,296,3.0,Diesel,no,2001,730,rear
Land Rover,36500.0,crossover,99,5.0,Petrol,yes,2011,Range Rover Sport,full
Ford,2000.0,hatch,100,2.0,Petrol,yes,1988,Sierra,
Mercedes-Benz,7200.0,van,285,2.2,Diesel,yes,2001,Vito ïàññ.,front
Mercedes-Benz,9300.0,sedan,342,2.6,Petrol,yes,2003,E-Class,rear
Audi,14900.0,crossover,183,3.6,Petrol,no,2007,Q7,full
Mercedes-Benz,13600.0,hatch,147,2.0,Diesel,yes,2008,B 200,rear
BMW,26900.0,sedan,158,5.0,Petrol,yes,2007,M5,rear
Volkswagen,20300.0,crossover,139,3.0,Diesel,yes,2008,Touareg,full
Mercedes-Benz,2700.0,sedan,337,2.3,Gas,yes,1988,230,rear
Volkswagen,20800.0,crossover,151,3.0,Diesel,yes,2008,Touareg,full
Volkswagen,24900.0,sedan,1,1.6,Diesel,yes,2016,Jetta,front
Lexus,15400.0,sedan,127,3.0,Petrol,yes,2006,GS 300,full
Volkswagen,24900.0,sedan,1,1.6,Diesel,yes,2016,Jetta,front
Volkswagen,21900.0,crossover,136,3.0,Diesel,yes,2008,Touareg,full
BMW,8900.0,sedan,256,2.2,Petrol,yes,2002,5 Series,
BMW,4999.0,sedan,256,2.5,Diesel,no,2001,525,rear
Volkswagen,8800.0,other,217,1.9,Diesel,yes,2005,Passat B5,front
Mercedes-Benz,6900.0,sedan,350,3.0,Diesel,yes,1994,E-Class,rear
Hyundai,7000.0,sedan,100,1.6,Petrol,yes,2008,Accent,front
Lexus,22700.0,crossover,68,,Other,yes,2008,RX 400,full
Mercedes-Benz,4900.0,van,262,2.3,Diesel,yes,1998,Vito ãðóç.,rear
Mercedes-Benz,25500.0,sedan,137,2.2,Diesel,yes,2012,E-Class,rear
Mercedes-Benz,13600.0,van,172,2.2,Diesel,yes,2013,Vito ãðóç.,rear
Ford,8000.0,vagon,230,2.2,Diesel,yes,2006,Transit ïàññ.,front
Honda,9750.0,sedan,84,1.3,Petrol,yes,2008,Civic,front
ZAZ,1850.0,van,145,1.2,Gas,yes,2007,110557,front
BMW,16700.0,sedan,150,2.0,Diesel,yes,2008,520,rear
Toyota,8888.0,sedan,172,1.8,Gas,yes,2005,Avensis,front
Mercedes-Benz,0.0,sedan,23,5.5,Petrol,yes,2011,S 550,full
Toyota,14900.0,sedan,106,2.4,Petrol,yes,2008,Camry,front
Daewoo,3700.0,sedan,135,,Gas,yes,2004,Lanos,front
Kia,17800.0,sedan,114,1.7,Diesel,yes,2013,Sportage,front
Mercedes-Benz,4000.0,sedan,300,1.8,Petrol,yes,1996,C-Class,rear
SsangYong,17900.0,crossover,67,2.7,Diesel,yes,2012,Rexton II,full
Suzuki,15000.0,crossover,130,2.7,Petrol,yes,2007,Grand Vitara,full
Ford,9200.0,hatch,108,1.4,Diesel,yes,2012,Fiesta,
BMW,81000.0,sedan,23,4.4,Petrol,yes,2014,M5,rear
Mercedes-Benz,17300.0,sedan,184,1.8,Gas,yes,2008,E-Class,rear
Lexus,75500.0,crossover,50,4.6,Petrol,yes,2015,LX 570,full
Chevrolet,6400.0,hatch,90,1.6,Petrol,yes,2008,Lacetti,front
Volkswagen,17500.0,sedan,76,1.8,Petrol,yes,2012,Passat B7,front
Hyundai,6000.0,van,130,1.6,Petrol,yes,2007,Matrix,front
Renault,8550.0,van,160,1.5,Diesel,yes,2014,Kangoo ãðóç.,front
Mazda,7999.0,sedan,122,,Gas,yes,2007,3,front
Skoda,7800.0,sedan,155,1.8,Gas,yes,2005,Superb,front
Mercedes-Benz,15000.0,other,82,1.8,Petrol,yes,2004,SLK 200,rear
Honda,9800.0,sedan,158,1.34,Other,yes,2008,Civic,front
Opel,4476.0,sedan,290,2.0,Gas,yes,1998,Omega,rear
Volkswagen,8500.0,vagon,200,1.9,Diesel,yes,2003,Passat B5,front
Mercedes-Benz,12800.0,van,193,2.2,Other,yes,2011,Vito ãðóç.,rear
Opel,9700.0,van,160,2.0,Diesel,yes,2012,Vivaro ãðóç.,front
Hyundai,8600.0,sedan,189,3.3,Petrol,yes,2006,Sonata,front
Ford,4950.0,sedan,146,2.0,Petrol,yes,2001,Focus,front
Skoda,12400.0,sedan,110,1.8,Petrol,yes,2012,Octavia A5,front
Opel,2900.0,hatch,260,1.4,Petrol,yes,1992,Astra F,front
Peugeot,9300.0,hatch,49,1.0,Petrol,yes,2014,107,front
Daewoo,3900.0,sedan,220,1.5,Petrol,yes,2004,Lanos,front
Mitsubishi,8000.0,sedan,67,1.5,Petrol,yes,2009,Lancer X,front
Mitsubishi,6300.0,sedan,116,1.5,Petrol,yes,2008,Lancer X,front
Mercedes-Benz,7800.0,hatch,125,2.3,Petrol,yes,2001,C-Class,rear
Peugeot,9700.0,vagon,148,1.6,Other,yes,2008,Partner ïàññ.,front
ZAZ,4500.0,sedan,74,1.6,Gas,yes,2010,Lanos,front
Opel,3400.0,vagon,164,1.9,Diesel,no,2005,Vectra C,front
Toyota,15300.0,other,116,2.4,Petrol,yes,2009,Camry,front
Renault,9150.0,van,220,2.0,Diesel,yes,2007,Trafic ïàññ.,front
Mercedes-Benz,12900.0,van,185,2.2,Diesel,yes,2011,Vito ãðóç.,rear
Subaru,4100.0,vagon,209,2.2,Petrol,yes,1996,Legacy,full
Toyota,13800.0,other,160,3.5,Gas,yes,2006,Camry,front
BMW,9500.0,crossover,110,3.0,Diesel,no,2008,X6,
Fiat,8800.0,sedan,112,1.3,Diesel,yes,2014,Linea,front
Renault,6700.0,hatch,96,1.4,Petrol,yes,2010,Sandero,front
Renault,6300.0,van,149,1.5,Other,yes,2011,Kangoo ãðóç.,front
Mercedes-Benz,13800.0,sedan,222,3.0,Gas,yes,2007,E-Class,full
Citroen,21900.0,hatch,41,2.0,Diesel,yes,2013,DS4,front
Renault,0.0,van,153,2.0,Diesel,yes,2012,Trafic ãðóç.,front
Toyota,24000.0,crossover,152,4.0,Gas,yes,2006,Land Cruiser Prado,full
Hyundai,6700.0,sedan,95,1.6,Petrol,yes,2008,Accent,front
Opel,9700.0,other,141,2.0,Diesel,yes,2011,Vivaro ãðóç.,front
Mercedes-Benz,13995.0,van,126,2.2,Diesel,yes,2013,Vito ïàññ.,
Volkswagen,8200.0,sedan,180,,Petrol,yes,2007,Jetta,front
Volkswagen,2200.0,hatch,118,1.4,Petrol,no,2001,Lupo,front
Opel,7800.0,van,212,1.9,Diesel,yes,2002,Vivaro ïàññ.,front
Mercedes-Benz,10200.0,sedan,154,2.5,Petrol,yes,2006,C-Class,rear
Hyundai,10500.0,hatch,50,1.4,Petrol,yes,2011,i30,front
BMW,13000.0,sedan,304,4.4,Other,yes,2002,745,
Toyota,7900.0,sedan,170,3.0,Petrol,yes,2004,Camry,front
Mitsubishi,10200.0,crossover,99,2.0,Gas,yes,2008,Outlander,full
Renault,5650.0,van,140,1.4,Petrol,yes,2009,Kangoo ïàññ.,front
Volkswagen,9200.0,van,268,2.5,Diesel,yes,2003,T4 (Transporter) ïàññ.,full
Volkswagen,12900.0,sedan,136,1.6,Diesel,yes,2010,Passat B6,front
Lexus,43000.0,crossover,33,3.5,Petrol,yes,2013,RX 350,full
Mercedes-Benz,15900.0,vagon,219,3.0,Diesel,yes,2007,E-Class,rear
Mercedes-Benz,18000.0,van,147,2.2,Diesel,yes,2013,Vito ãðóç.,rear
Renault,7600.0,other,125,1.5,Diesel,yes,2013,Kangoo ãðóç.,front
Mercedes-Benz,3500.0,sedan,250,2.7,Diesel,no,2001,E-Class,rear
Tesla,89000.0,sedan,1,,Other,yes,2016,Model S,rear
Tesla,99000.0,sedan,15,0.7,Other,yes,2015,Model S,full
Tesla,185000.0,crossover,1,,Other,yes,2016,Model X,full
Tesla,56000.0,sedan,9,,Other,yes,2014,Model S,rear
Tesla,59000.0,sedan,20,1.0,Other,yes,2013,Model S,rear
Tesla,60500.0,sedan,5,,Other,yes,2015,Model S,rear
Daewoo,3500.0,sedan,173,1.5,Petrol,yes,2006,Lanos,front
SsangYong,13800.0,crossover,135,2.7,Diesel,yes,2010,Rexton II,full
Volkswagen,12999.0,van,237,2.5,Diesel,yes,2005,T5 (Transporter) ïàññ.,front
Toyota,21000.0,crossover,74,2.0,Petrol,yes,2011,Rav 4,full
Mercedes-Benz,19700.0,sedan,220,2.2,Diesel,yes,2009,E-Class,
Mercedes-Benz,15000.0,sedan,67,2.8,Other,yes,1995,E-Class,rear
Toyota,21999.0,crossover,69,3.5,Petrol,yes,2008,Highlander,full
Mercedes-Benz,16800.0,sedan,125,1.8,Petrol,yes,2008,C-Class,rear
Land Rover,53500.0,crossover,69,3.0,Diesel,yes,2012,Range Rover Sport,full
SsangYong,11500.0,crossover,165,2.7,Diesel,yes,2008,Rexton II,full
Lexus,32500.0,crossover,79,3.5,Petrol,yes,2011,RX 350,full
Ford,28999.0,sedan,2,2.5,Petrol,yes,2015,Mondeo,front
Toyota,0.0,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,full
Mercedes-Benz,14100.0,van,138,2.2,Diesel,yes,2009,Vito ïàññ.,rear
Volkswagen,11900.0,vagon,132,1.4,Petrol,yes,2011,Golf VI,front
Skoda,13400.0,sedan,76,1.8,Petrol,yes,2013,Octavia A5,front
BMW,13999.0,sedan,265,3.0,Diesel,yes,2005,730,rear
Honda,16700.0,sedan,71,2.0,Petrol,yes,2011,Accord,front
Mercedes-Benz,11500.0,van,200,2.2,Diesel,yes,2010,Vito ãðóç.,rear
Opel,5900.0,sedan,158,1.6,Petrol,yes,2004,Astra G,front
Toyota,9500.0,other,90,1.6,Other,yes,2008,Corolla,front
Skoda,8200.0,sedan,224,1.8,Petrol,yes,2009,Octavia Tour,front
BMW,8990.0,other,300,2.2,Petrol,yes,2002,320,rear
BMW,2500.0,sedan,44,2.5,Diesel,no,1997,525,rear
Skoda,8500.0,hatch,144,,Other,yes,2006,Octavia Tour,
Mitsubishi,5500.0,sedan,165,1.6,Petrol,yes,2006,Lancer,front
Geely,6700.0,crossover,18,,Gas,yes,2014,MK Cross,full
Subaru,13800.0,crossover,165,3.6,Petrol,yes,2008,Tribeca,full
Daewoo,1900.0,sedan,159,1.5,Gas,yes,2004,Lanos,front
Mercedes-Benz,2700.0,sedan,400,2.9,Diesel,yes,1997,E-Class,rear
Mercedes-Benz,5500.0,other,220,2.2,Diesel,yes,2002,Vito ïàññ.,front
Volkswagen,10000.0,van,160,1.6,Diesel,yes,2012,Caddy ãðóç.,front
BMW,3300.0,sedan,360,2.5,Petrol,yes,1992,525,rear
Volkswagen,13300.0,sedan,133,1.8,Petrol,yes,2008,Passat B6,front
Jaguar,30900.0,sedan,55,2.0,Petrol,yes,2013,XF,rear
BMW,5700.0,sedan,252,2.5,Diesel,yes,1997,525,rear
Mercedes-Benz,46500.0,crossover,127,5.0,Petrol,yes,2008,G 500,full
Audi,55000.0,crossover,100,6.0,Diesel,yes,2009,Q7,full
Skoda,7450.0,vagon,150,1.4,Petrol,yes,2010,Fabia,front
Daewoo,2800.0,sedan,133,1.5,Gas,yes,2000,Lanos,front
Mercedes-Benz,11900.0,sedan,167,1.8,Petrol,yes,2005,C-Class,rear
Toyota,12450.0,sedan,162,3.5,Gas,yes,2007,Camry,front
Opel,2100.0,vagon,250,2.5,Diesel,no,2001,Omega,rear
Skoda,5400.0,sedan,203,1.6,Gas,yes,2003,Octavia Tour,front
Mitsubishi,6999.0,sedan,113,1.5,Petrol,yes,2007,Lancer X,front
VAZ,4000.0,sedan,130,1.6,Petrol,yes,2005,2110,front
Land Rover,36700.0,crossover,87,5.0,Petrol,yes,2010,Range Rover Sport,full
Land Rover,41500.0,crossover,95,5.0,Petrol,yes,2010,Range Rover,full
Subaru,6700.0,sedan,137,1.6,Petrol,yes,2005,Impreza,full
Skoda,8000.0,sedan,166,1.9,Diesel,yes,2007,Octavia Tour,front
Volkswagen,14500.0,crossover,173,2.5,Diesel,yes,2005,Touareg,full
Peugeot,12500.0,other,225,2.2,Diesel,yes,2011,Boxer ãðóç.,front
Opel,12200.0,van,145,2.0,Diesel,yes,2013,Vivaro ïàññ.,front
